"id","id_user","chat","bot_response","session_key","created_at","updated_at"
"30","8","gransi brp?","Maaf, saya belum memahami maksud Anda.","2025-12-15","2025-12-16 16:04:15","2025-12-16 16:04:15"
"31","38","Produk ini original?","Estimasi pengiriman 2–4 hari kerja.","2025-12-13","2025-12-16 16:04:15","2025-12-16 16:04:15"
"32","267","Cocok untuk pemula?","Harga produk dapat dilihat di halaman produk.","2025-12-01","2025-12-16 16:04:15","2025-12-16 16:04:15"
"33","44","gransi brp?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-05","2025-12-16 16:04:15","2025-12-16 16:04:15"
"34","182","buy now limited offer","Silakan jelaskan pertanyaan Anda lebih detail.","2025-11-22","2025-12-16 16:04:15","2025-12-16 16:04:15"
"35","228","buy now limited offer","Mohon ketikkan pertanyaan yang lebih jelas.","2025-11-27","2025-12-16 16:04:15","2025-12-16 16:04:15"
"36","265","brpa hrg prduk ni?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-11-19","2025-12-16 16:04:15","2025-12-16 16:04:15"
"37","301","asdasd qwerty","Estimasi pengiriman 2–4 hari kerja.","2025-12-01","2025-12-16 16:04:15","2025-12-16 16:04:15"
"38","111","asdasd qwerty","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-14","2025-12-16 16:04:15","2025-12-16 16:04:15"
"39","109","stok msih ad?","Estimasi pengiriman 2–4 hari kerja.","2025-12-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"40","114","Apakah bisa COD?","Estimasi pengiriman 2–4 hari kerja.","2025-11-24","2025-12-16 16:04:15","2025-12-16 16:04:15"
"41","3","kok gitu ya wkwkwk","Harga produk dapat dilihat di halaman produk.","2025-12-14","2025-12-16 16:04:15","2025-12-16 16:04:15"
"42","120","asdasd qwerty","Terima kasih telah menghubungi kami.","2025-12-09","2025-12-16 16:04:15","2025-12-16 16:04:15"
"43","135","lorem ipsum dolor sit","Terima kasih telah menghubungi kami.","2025-11-28","2025-12-16 16:04:15","2025-12-16 16:04:15"
"44","5","Harganya berapa ya?","Harga produk dapat dilihat di halaman produk.","2025-11-18","2025-12-16 16:04:15","2025-12-16 16:04:15"
"45","231","diskon besar besaran!!!","Mohon ketikkan pertanyaan yang lebih jelas.","2025-11-21","2025-12-16 16:04:15","2025-12-16 16:04:15"
"46","70","Berapa harga produk ini?","Produk ready stock dan siap dikirim.","2025-12-04","2025-12-16 16:04:15","2025-12-16 16:04:15"
"47","171","Cocok untuk pemula?","Saat ini tersedia promo terbatas.","2025-12-09","2025-12-16 16:04:15","2025-12-16 16:04:15"
"48","114","Harganya berapa ya?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-03","2025-12-16 16:04:15","2025-12-16 16:04:15"
"49","131","Berapa harga produk ini?","Maaf, saya belum memahami maksud Anda.","2025-11-26","2025-12-16 16:04:15","2025-12-16 16:04:15"
"50","285","Kirimnya lama gak?","Maaf, saya belum memahami maksud Anda.","2025-11-22","2025-12-16 16:04:15","2025-12-16 16:04:15"
"51","196","asdasd qwerty","Produk ini original dan bergaransi resmi.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"52","297","gransi brp?","Terima kasih telah menghubungi kami.","2025-11-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"53","104","Stok masih tersedia?","Produk ini original dan bergaransi resmi.","2025-11-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"54","264","Apakah ada diskon hari ini?","Harga produk dapat dilihat di halaman produk.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"55","49","Harganya berapa ya?","Saat ini tersedia promo terbatas.","2025-12-10","2025-12-16 16:04:15","2025-12-16 16:04:15"
"56","133","ini orii gk?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"57","118","stok msih ad?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-01","2025-12-16 16:04:15","2025-12-16 16:04:15"
"58","119","Garansi brp?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-10","2025-12-16 16:04:15","2025-12-16 16:04:15"
"59","288","promo murah klik link","Maaf, saya belum memahami maksud Anda.","2025-11-24","2025-12-16 16:04:15","2025-12-16 16:04:15"
"60","139","Berapa lama pengiriman?","Produk ready stock dan siap dikirim.","2025-12-10","2025-12-16 16:04:15","2025-12-16 16:04:15"
"61","11","saya mau tapi nggatau mau apa","Saat ini tersedia promo terbatas.","2025-12-14","2025-12-16 16:04:15","2025-12-16 16:04:15"
"62","156","stok msih ad?","Harga produk dapat dilihat di halaman produk.","2025-11-27","2025-12-16 16:04:15","2025-12-16 16:04:15"
"63","242","zzzz zzz zzz","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-14","2025-12-16 16:04:15","2025-12-16 16:04:15"
"64","234","kirmn brp hr?","Produk ini original dan bergaransi resmi.","2025-11-24","2025-12-16 16:04:15","2025-12-16 16:04:15"
"65","252","ini orii gk?","Harga produk dapat dilihat di halaman produk.","2025-11-20","2025-12-16 16:04:15","2025-12-16 16:04:15"
"66","119","promo murah klik link","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-01","2025-12-16 16:04:15","2025-12-16 16:04:15"
"67","259","ini orii gk?","Produk ready stock dan siap dikirim.","2025-11-18","2025-12-16 16:04:15","2025-12-16 16:04:15"
"68","239","Produk ini bergaransi?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-11-21","2025-12-16 16:04:15","2025-12-16 16:04:15"
"69","245","chat ini di auto ya?","Harga produk dapat dilihat di halaman produk.","2025-11-26","2025-12-16 16:04:15","2025-12-16 16:04:15"
"70","129","kirmn brp hr?","Produk ready stock dan siap dikirim.","2025-11-18","2025-12-16 16:04:15","2025-12-16 16:04:15"
"71","51","gransi brp?","Maaf, saya belum memahami maksud Anda.","2025-11-22","2025-12-16 16:04:15","2025-12-16 16:04:15"
"72","66","chat ini di auto ya?","Terima kasih telah menghubungi kami.","2025-11-24","2025-12-16 16:04:15","2025-12-16 16:04:15"
"73","285","gransi brp?","Harga produk dapat dilihat di halaman produk.","2025-12-08","2025-12-16 16:04:15","2025-12-16 16:04:15"
"74","107","Berapa harga produk ini?","Produk ini original dan bergaransi resmi.","2025-11-24","2025-12-16 16:04:15","2025-12-16 16:04:15"
"75","43","Produk ini bergaransi?","Produk ini original dan bergaransi resmi.","2025-11-20","2025-12-16 16:04:15","2025-12-16 16:04:15"
"76","80","ini orii gk?","Produk ready stock dan siap dikirim.","2025-12-09","2025-12-16 16:04:15","2025-12-16 16:04:15"
"77","274","saya mau tapi nggatau mau apa","Maaf, saya belum memahami maksud Anda.","2025-11-23","2025-12-16 16:04:15","2025-12-16 16:04:15"
"78","256","kok gitu ya wkwkwk","Estimasi pengiriman 2–4 hari kerja.","2025-11-26","2025-12-16 16:04:15","2025-12-16 16:04:15"
"79","65","hehehehe","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-01","2025-12-16 16:04:15","2025-12-16 16:04:15"
"80","56","Stok masih tersedia?","Estimasi pengiriman 2–4 hari kerja.","2025-12-13","2025-12-16 16:04:15","2025-12-16 16:04:15"
"81","69","Ini ori gak?","Harga produk dapat dilihat di halaman produk.","2025-11-24","2025-12-16 16:04:15","2025-12-16 16:04:15"
"82","83","Stok masih tersedia?","Harga produk dapat dilihat di halaman produk.","2025-11-26","2025-12-16 16:04:15","2025-12-16 16:04:15"
"83","54","stok msih ad?","Saat ini tersedia promo terbatas.","2025-11-26","2025-12-16 16:04:15","2025-12-16 16:04:15"
"84","160","brpa hrg prduk ni?","Harga produk dapat dilihat di halaman produk.","2025-12-06","2025-12-16 16:04:15","2025-12-16 16:04:15"
"85","203","Produk ini bergaransi?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-11-30","2025-12-16 16:04:15","2025-12-16 16:04:15"
"86","223","Ready kah?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-11-22","2025-12-16 16:04:15","2025-12-16 16:04:15"
"87","284","chat ini di auto ya?","Estimasi pengiriman 2–4 hari kerja.","2025-12-03","2025-12-16 16:04:15","2025-12-16 16:04:15"
"88","94","Ada promo gak?","Produk ready stock dan siap dikirim.","2025-11-26","2025-12-16 16:04:15","2025-12-16 16:04:15"
"89","271","asdasd qwerty","Saat ini tersedia promo terbatas.","2025-11-27","2025-12-16 16:04:15","2025-12-16 16:04:15"
"90","114","Produk ini original?","Estimasi pengiriman 2–4 hari kerja.","2025-12-12","2025-12-16 16:04:15","2025-12-16 16:04:15"
"91","193","Ini ori gak?","Terima kasih telah menghubungi kami.","2025-12-14","2025-12-16 16:04:15","2025-12-16 16:04:15"
"92","101","Cocok untuk pemula?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-09","2025-12-16 16:04:15","2025-12-16 16:04:15"
"93","244","saya mau tapi nggatau mau apa","Produk ini original dan bergaransi resmi.","2025-12-03","2025-12-16 16:04:15","2025-12-16 16:04:15"
"94","142","Bisa cod?","Produk ini original dan bergaransi resmi.","2025-12-05","2025-12-16 16:04:15","2025-12-16 16:04:15"
"95","145","Apakah ada diskon hari ini?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-15","2025-12-16 16:04:15","2025-12-16 16:04:15"
"96","210","gransi brp?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-09","2025-12-16 16:04:15","2025-12-16 16:04:15"
"97","84","Apakah bisa COD?","Estimasi pengiriman 2–4 hari kerja.","2025-11-23","2025-12-16 16:04:15","2025-12-16 16:04:15"
"98","37","Stok masih tersedia?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-11-29","2025-12-16 16:04:15","2025-12-16 16:04:15"
"99","24","Berapa lama pengiriman?","Produk ready stock dan siap dikirim.","2025-12-09","2025-12-16 16:04:15","2025-12-16 16:04:15"
"100","194","kok gitu ya wkwkwk","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-01","2025-12-16 16:04:15","2025-12-16 16:04:15"
"101","186","Harganya berapa ya?","Saat ini tersedia promo terbatas.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"102","30","buy now limited offer","Mohon ketikkan pertanyaan yang lebih jelas.","2025-11-27","2025-12-16 16:04:15","2025-12-16 16:04:15"
"103","86","promo murah klik link","Saat ini tersedia promo terbatas.","2025-11-25","2025-12-16 16:04:15","2025-12-16 16:04:15"
"104","70","zzzz zzz zzz","Silakan cek deskripsi produk untuk informasi lengkap.","2025-11-28","2025-12-16 16:04:15","2025-12-16 16:04:15"
"105","119","promo murah klik link","Produk ready stock dan siap dikirim.","2025-11-18","2025-12-16 16:04:15","2025-12-16 16:04:15"
"106","33","test test test","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-08","2025-12-16 16:04:15","2025-12-16 16:04:15"
"107","76","kok gitu ya wkwkwk","Silakan cek deskripsi produk untuk informasi lengkap.","2025-11-20","2025-12-16 16:04:15","2025-12-16 16:04:15"
"108","73","Stok masih tersedia?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-11-17","2025-12-16 16:04:15","2025-12-16 16:04:15"
"109","131","Stok masih tersedia?","Produk ready stock dan siap dikirim.","2025-12-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"110","131","gransi brp?","Produk ini original dan bergaransi resmi.","2025-12-03","2025-12-16 16:04:15","2025-12-16 16:04:15"
"111","50","Berapa lama pengiriman?","Produk ready stock dan siap dikirim.","2025-11-20","2025-12-16 16:04:15","2025-12-16 16:04:15"
"112","194","Apakah bisa COD?","Maaf, saya belum memahami maksud Anda.","2025-11-17","2025-12-16 16:04:15","2025-12-16 16:04:15"
"113","190","brpa hrg prduk ni?","Estimasi pengiriman 2–4 hari kerja.","2025-11-20","2025-12-16 16:04:15","2025-12-16 16:04:15"
"114","50","Harganya berapa ya?","Terima kasih telah menghubungi kami.","2025-12-02","2025-12-16 16:04:15","2025-12-16 16:04:15"
"115","150","asdasd qwerty","Estimasi pengiriman 2–4 hari kerja.","2025-11-23","2025-12-16 16:04:15","2025-12-16 16:04:15"
"116","157","diskon besar besaran!!!","Terima kasih telah menghubungi kami.","2025-12-06","2025-12-16 16:04:15","2025-12-16 16:04:15"
"117","276","Ada promo gak?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-11","2025-12-16 16:04:15","2025-12-16 16:04:15"
"118","13","Produk ini original?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-04","2025-12-16 16:04:15","2025-12-16 16:04:15"
"119","120","Ini ori gak?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-11-28","2025-12-16 16:04:15","2025-12-16 16:04:15"
"120","110","gransi brp?","Produk ready stock dan siap dikirim.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"121","190","stok msih ad?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-11-28","2025-12-16 16:04:15","2025-12-16 16:04:15"
"122","68","lorem ipsum dolor sit","Estimasi pengiriman 2–4 hari kerja.","2025-12-11","2025-12-16 16:04:15","2025-12-16 16:04:15"
"123","271","Produk ini bergaransi?","Terima kasih telah menghubungi kami.","2025-11-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"124","233","Garansi brp?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-15","2025-12-16 16:04:15","2025-12-16 16:04:15"
"125","199","lorem ipsum dolor sit","Produk ready stock dan siap dikirim.","2025-12-15","2025-12-16 16:04:15","2025-12-16 16:04:15"
"126","7","kirmn brp hr?","Produk ini original dan bergaransi resmi.","2025-11-22","2025-12-16 16:04:15","2025-12-16 16:04:15"
"127","129","buy now limited offer","Produk ready stock dan siap dikirim.","2025-11-17","2025-12-16 16:04:15","2025-12-16 16:04:15"
"128","81","kirmn brp hr?","Saat ini tersedia promo terbatas.","2025-11-21","2025-12-16 16:04:15","2025-12-16 16:04:15"
"129","1","kok gitu ya wkwkwk","Mohon ketikkan pertanyaan yang lebih jelas.","2025-11-29","2025-12-16 16:04:15","2025-12-16 16:04:15"
"130","28","Harganya berapa ya?","Harga produk dapat dilihat di halaman produk.","2025-11-17","2025-12-16 16:04:15","2025-12-16 16:04:15"
"131","97","Apakah ada diskon hari ini?","Harga produk dapat dilihat di halaman produk.","2025-12-11","2025-12-16 16:04:15","2025-12-16 16:04:15"
"132","236","kok gitu ya wkwkwk","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-14","2025-12-16 16:04:15","2025-12-16 16:04:15"
"133","132","Apakah bisa COD?","Estimasi pengiriman 2–4 hari kerja.","2025-11-23","2025-12-16 16:04:15","2025-12-16 16:04:15"
"134","273","stok msih ad?","Maaf, saya belum memahami maksud Anda.","2025-11-27","2025-12-16 16:04:15","2025-12-16 16:04:15"
"135","1","chat ini di auto ya?","Estimasi pengiriman 2–4 hari kerja.","2025-11-22","2025-12-16 16:04:15","2025-12-16 16:04:15"
"136","189","chat ini di auto ya?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-13","2025-12-16 16:04:15","2025-12-16 16:04:15"
"137","266","Ini ori gak?","Maaf, saya belum memahami maksud Anda.","2025-11-29","2025-12-16 16:04:15","2025-12-16 16:04:15"
"138","14","kok gitu ya wkwkwk","Silakan cek deskripsi produk untuk informasi lengkap.","2025-11-30","2025-12-16 16:04:15","2025-12-16 16:04:15"
"139","102","ini orii gk?","Maaf, saya belum memahami maksud Anda.","2025-11-29","2025-12-16 16:04:15","2025-12-16 16:04:15"
"140","21","Bisa cod?","Harga produk dapat dilihat di halaman produk.","2025-12-11","2025-12-16 16:04:15","2025-12-16 16:04:15"
"141","17","Stok masih tersedia?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-01","2025-12-16 16:04:15","2025-12-16 16:04:15"
"142","12","kirmn brp hr?","Saat ini tersedia promo terbatas.","2025-12-11","2025-12-16 16:04:15","2025-12-16 16:04:15"
"143","159","hehehehe","Saat ini tersedia promo terbatas.","2025-12-08","2025-12-16 16:04:15","2025-12-16 16:04:15"
"144","138","Stok masih tersedia?","Maaf, saya belum memahami maksud Anda.","2025-12-10","2025-12-16 16:04:15","2025-12-16 16:04:15"
"145","115","123123 abc xyz","Produk ini original dan bergaransi resmi.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"146","144","brpa hrg prduk ni?","Maaf, saya belum memahami maksud Anda.","2025-12-05","2025-12-16 16:04:15","2025-12-16 16:04:15"
"147","250","!!! ??? ###","Produk ini original dan bergaransi resmi.","2025-12-14","2025-12-16 16:04:15","2025-12-16 16:04:15"
"148","237","Garansi brp?","Produk ini original dan bergaransi resmi.","2025-12-15","2025-12-16 16:04:15","2025-12-16 16:04:15"
"149","210","Ini ori gak?","Produk ready stock dan siap dikirim.","2025-11-30","2025-12-16 16:04:15","2025-12-16 16:04:15"
"150","100","Produk ini bergaransi?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-01","2025-12-16 16:04:15","2025-12-16 16:04:15"
"151","61","saya mau tapi nggatau mau apa","Silakan cek deskripsi produk untuk informasi lengkap.","2025-11-23","2025-12-16 16:04:15","2025-12-16 16:04:15"
"152","184","brpa hrg prduk ni?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-08","2025-12-16 16:04:15","2025-12-16 16:04:15"
"153","235","Produk ini original?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-11-19","2025-12-16 16:04:15","2025-12-16 16:04:15"
"154","119","Harganya berapa ya?","Produk ready stock dan siap dikirim.","2025-12-12","2025-12-16 16:04:15","2025-12-16 16:04:15"
"155","206","Bisa cod?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-02","2025-12-16 16:04:15","2025-12-16 16:04:15"
"156","298","buy now limited offer","Maaf, saya belum memahami maksud Anda.","2025-11-29","2025-12-16 16:04:15","2025-12-16 16:04:15"
"157","211","Berapa lama pengiriman?","Estimasi pengiriman 2–4 hari kerja.","2025-12-04","2025-12-16 16:04:15","2025-12-16 16:04:15"
"158","95","Ini ori gak?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-04","2025-12-16 16:04:15","2025-12-16 16:04:15"
"159","148","Ini ori gak?","Maaf, saya belum memahami maksud Anda.","2025-12-06","2025-12-16 16:04:15","2025-12-16 16:04:15"
"160","220","Ini ori gak?","Produk ready stock dan siap dikirim.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"161","69","123123 abc xyz","Saat ini tersedia promo terbatas.","2025-11-30","2025-12-16 16:04:15","2025-12-16 16:04:15"
"162","17","Stok masih tersedia?","Estimasi pengiriman 2–4 hari kerja.","2025-12-04","2025-12-16 16:04:15","2025-12-16 16:04:15"
"163","36","kirmn brp hr?","Estimasi pengiriman 2–4 hari kerja.","2025-12-05","2025-12-16 16:04:15","2025-12-16 16:04:15"
"164","212","saya mau tapi nggatau mau apa","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"165","67","Harganya berapa ya?","Estimasi pengiriman 2–4 hari kerja.","2025-12-14","2025-12-16 16:04:15","2025-12-16 16:04:15"
"166","262","diskon besar besaran!!!","Harga produk dapat dilihat di halaman produk.","2025-12-05","2025-12-16 16:04:15","2025-12-16 16:04:15"
"167","38","kirmn brp hr?","Harga produk dapat dilihat di halaman produk.","2025-11-25","2025-12-16 16:04:15","2025-12-16 16:04:15"
"168","132","Apakah bisa COD?","Saat ini tersedia promo terbatas.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"169","32","Bisa cod?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-11-28","2025-12-16 16:04:15","2025-12-16 16:04:15"
"170","38","asdasd qwerty","Harga produk dapat dilihat di halaman produk.","2025-11-18","2025-12-16 16:04:15","2025-12-16 16:04:15"
"171","67","zzzz zzz zzz","Produk ready stock dan siap dikirim.","2025-12-08","2025-12-16 16:04:15","2025-12-16 16:04:15"
"172","221","chat ini di auto ya?","Estimasi pengiriman 2–4 hari kerja.","2025-11-18","2025-12-16 16:04:15","2025-12-16 16:04:15"
"173","8","stok msih ad?","Terima kasih telah menghubungi kami.","2025-11-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"174","245","Berapa lama pengiriman?","Produk ready stock dan siap dikirim.","2025-11-30","2025-12-16 16:04:15","2025-12-16 16:04:15"
"175","179","kirmn brp hr?","Saat ini tersedia promo terbatas.","2025-12-04","2025-12-16 16:04:15","2025-12-16 16:04:15"
"176","178","test test test","Estimasi pengiriman 2–4 hari kerja.","2025-11-20","2025-12-16 16:04:15","2025-12-16 16:04:15"
"177","276","Produk ini bergaransi?","Saat ini tersedia promo terbatas.","2025-12-10","2025-12-16 16:04:15","2025-12-16 16:04:15"
"178","265","Garansi brp?","Estimasi pengiriman 2–4 hari kerja.","2025-12-02","2025-12-16 16:04:15","2025-12-16 16:04:15"
"179","285","lorem ipsum dolor sit","Mohon ketikkan pertanyaan yang lebih jelas.","2025-11-24","2025-12-16 16:04:15","2025-12-16 16:04:15"
"180","159","saya mau tapi nggatau mau apa","Estimasi pengiriman 2–4 hari kerja.","2025-11-21","2025-12-16 16:04:15","2025-12-16 16:04:15"
"181","120","Produk ini bergaransi?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-08","2025-12-16 16:04:15","2025-12-16 16:04:15"
"182","156","ini orii gk?","Saat ini tersedia promo terbatas.","2025-11-23","2025-12-16 16:04:15","2025-12-16 16:04:15"
"183","117","Garansi brp?","Produk ini original dan bergaransi resmi.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"184","70","Bisa cod?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-12","2025-12-16 16:04:15","2025-12-16 16:04:15"
"185","5","kok gitu ya wkwkwk","Saat ini tersedia promo terbatas.","2025-12-06","2025-12-16 16:04:15","2025-12-16 16:04:15"
"186","139","zzzz zzz zzz","Produk ready stock dan siap dikirim.","2025-11-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"187","261","Stok masih tersedia?","Maaf, saya belum memahami maksud Anda.","2025-11-24","2025-12-16 16:04:15","2025-12-16 16:04:15"
"188","247","lorem ipsum dolor sit","Saat ini tersedia promo terbatas.","2025-11-21","2025-12-16 16:04:15","2025-12-16 16:04:15"
"189","106","stok msih ad?","Maaf, saya belum memahami maksud Anda.","2025-11-20","2025-12-16 16:04:15","2025-12-16 16:04:15"
"190","208","Garansi brp?","Maaf, saya belum memahami maksud Anda.","2025-11-28","2025-12-16 16:04:15","2025-12-16 16:04:15"
"191","32","Kirimnya lama gak?","Produk ini original dan bergaransi resmi.","2025-12-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"192","272","test test test","Harga produk dapat dilihat di halaman produk.","2025-11-24","2025-12-16 16:04:15","2025-12-16 16:04:15"
"193","43","Berapa harga produk ini?","Harga produk dapat dilihat di halaman produk.","2025-12-05","2025-12-16 16:04:15","2025-12-16 16:04:15"
"194","46","lorem ipsum dolor sit","Produk ready stock dan siap dikirim.","2025-11-29","2025-12-16 16:04:15","2025-12-16 16:04:15"
"195","17","chat ini di auto ya?","Produk ini original dan bergaransi resmi.","2025-12-15","2025-12-16 16:04:15","2025-12-16 16:04:15"
"196","191","gransi brp?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-07","2025-12-16 16:04:15","2025-12-16 16:04:15"
"197","256","Apakah bisa COD?","Estimasi pengiriman 2–4 hari kerja.","2025-12-13","2025-12-16 16:04:15","2025-12-16 16:04:15"
"198","146","Ini ori gak?","Maaf, saya belum memahami maksud Anda.","2025-11-23","2025-12-16 16:04:15","2025-12-16 16:04:15"
"199","187","Apakah ada diskon hari ini?","Saat ini tersedia promo terbatas.","2025-12-11","2025-12-16 16:04:15","2025-12-16 16:04:15"
"200","284","buy now limited offer","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-01","2025-12-16 16:04:15","2025-12-16 16:04:15"
"201","204","ini orii gk?","Harga produk dapat dilihat di halaman produk.","2025-12-06","2025-12-16 16:04:15","2025-12-16 16:04:15"
"202","119","asdasd qwerty","Saat ini tersedia promo terbatas.","2025-12-03","2025-12-16 16:04:15","2025-12-16 16:04:15"
"203","181","lorem ipsum dolor sit","Silakan jelaskan pertanyaan Anda lebih detail.","2025-11-29","2025-12-16 16:04:15","2025-12-16 16:04:15"
"204","233","Bisa cod?","Produk ini original dan bergaransi resmi.","2025-12-15","2025-12-16 16:04:15","2025-12-16 16:04:15"
"205","300","test test test","Silakan jelaskan pertanyaan Anda lebih detail.","2025-12-15","2025-12-16 16:04:15","2025-12-16 16:04:15"
"206","21","saya mau tapi nggatau mau apa","Mohon ketikkan pertanyaan yang lebih jelas.","2025-11-28","2025-12-16 16:04:15","2025-12-16 16:04:15"
"207","46","Produk ini original?","Harga produk dapat dilihat di halaman produk.","2025-11-25","2025-12-16 16:04:15","2025-12-16 16:04:15"
"208","73","saya mau tapi nggatau mau apa","Mohon ketikkan pertanyaan yang lebih jelas.","2025-11-18","2025-12-16 16:04:15","2025-12-16 16:04:15"
"209","179","zzzz zzz zzz","Saat ini tersedia promo terbatas.","2025-11-30","2025-12-16 16:04:15","2025-12-16 16:04:15"
"210","62","Stok masih tersedia?","Estimasi pengiriman 2–4 hari kerja.","2025-12-14","2025-12-16 16:04:15","2025-12-16 16:04:15"
"211","201","gransi brp?","Terima kasih telah menghubungi kami.","2025-12-03","2025-12-16 16:04:15","2025-12-16 16:04:15"
"212","282","test test test","Harga produk dapat dilihat di halaman produk.","2025-12-06","2025-12-16 16:04:15","2025-12-16 16:04:15"
"213","280","Ada promo gak?","Harga produk dapat dilihat di halaman produk.","2025-12-10","2025-12-16 16:04:15","2025-12-16 16:04:15"
"214","160","Ini ori gak?","Produk ini original dan bergaransi resmi.","2025-11-19","2025-12-16 16:04:15","2025-12-16 16:04:15"
"215","231","ini orii gk?","Mohon ketikkan pertanyaan yang lebih jelas.","2025-12-02","2025-12-16 16:04:15","2025-12-16 16:04:15"
"216","151","Berapa harga produk ini?","Estimasi pengiriman 2–4 hari kerja.","2025-11-24","2025-12-16 16:04:15","2025-12-16 16:04:15"
"217","242","stok msih ad?","Silakan jelaskan pertanyaan Anda lebih detail.","2025-11-28","2025-12-16 16:04:15","2025-12-16 16:04:15"
"218","234","Ready kah?","Estimasi pengiriman 2–4 hari kerja.","2025-12-02","2025-12-16 16:04:15","2025-12-16 16:04:15"
"219","85","promo murah klik link","Maaf, saya belum memahami maksud Anda.","2025-12-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"220","232","Produk ini original?","Terima kasih telah menghubungi kami.","2025-12-03","2025-12-16 16:04:15","2025-12-16 16:04:15"
"221","175","Ini ori gak?","Estimasi pengiriman 2–4 hari kerja.","2025-11-28","2025-12-16 16:04:15","2025-12-16 16:04:15"
"222","160","saya mau tapi nggatau mau apa","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"223","74","Bisa cod?","Harga produk dapat dilihat di halaman produk.","2025-11-28","2025-12-16 16:04:15","2025-12-16 16:04:15"
"224","176","zzzz zzz zzz","Silakan cek deskripsi produk untuk informasi lengkap.","2025-12-12","2025-12-16 16:04:15","2025-12-16 16:04:15"
"225","61","lorem ipsum dolor sit","Maaf, saya belum memahami maksud Anda.","2025-12-16","2025-12-16 16:04:15","2025-12-16 16:04:15"
"226","46","promo murah klik link","Harga produk dapat dilihat di halaman produk.","2025-11-20","2025-12-16 16:04:15","2025-12-16 16:04:15"
"227","277","test test test","Estimasi pengiriman 2–4 hari kerja.","2025-11-19","2025-12-16 16:04:15","2025-12-16 16:04:15"
"228","199","chat ini di auto ya?","Silakan cek deskripsi produk untuk informasi lengkap.","2025-11-19","2025-12-16 16:04:15","2025-12-16 16:04:15"
